Areaname,STCOU,PST045200F,PST045200D,PST045200N1,PST045200N2,PST045201F,PST045201D,PST045201N1,PST045201N2,PST045202F,PST045202D,PST045202N1,PST045202N2,PST045203F,PST045203D,PST045203N1,PST045203N2,PST045204F,PST045204D,PST045204N1,PST045204N2,PST045205F,PST045205D,PST045205N1,PST045205N2,PST045206F,PST045206D,PST045206N1,PST045206N2,PST045207F,PST045207D,PST045207N1,PST045207N2,PST045208F,PST045208D,PST045208N1,PST045208N2,PST045209F,PST045209D,PST045209N1,PST045209N2
"Mills, TX",48333,0,5127,0000,0000,0,5039,0000,0000,0,5055,0000,0000,0,4982,0000,0000,0,4989,0000,0000,0,5075,0000,0000,0,4971,0000,0000,0,4983,0000,0000,0,4991,0000,0000,0,4994,0000,0000
"Mitchell, TX",48335,0,9638,0000,0000,0,9576,0000,0000,0,9416,0000,0000,0,9342,0000,0000,0,9240,0000,0000,0,9273,0000,0000,0,9227,0000,0000,0,9287,0000,0000,0,9241,0000,0000,0,9347,0000,0000
"Montague, TX",48337,0,19132,0000,0000,0,19177,0000,0000,0,19115,0000,0000,0,19286,0000,0000,0,19314,0000,0000,0,19384,0000,0000,0,19581,0000,0000,0,19614,0000,0000,0,19640,0000,0000,0,19568,0000,0000
"Montgomery, TX",48339,0,297345,0000,0000,0,311693,0000,0000,0,326872,0000,0000,0,341928,0000,0000,0,358333,0000,0000,0,373445,0000,0000,0,393601,0000,0000,0,412630,0000,0000,0,431238,0000,0000,0,447718,0000,0000
"Moore, TX",48341,0,20102,0000,0000,0,20172,0000,0000,0,19947,0000,0000,0,19906,0000,0000,0,19980,0000,0000,0,19809,0000,0000,0,19969,0000,0000,0,19816,0000,0000,0,20200,0000,0000,0,20736,0000,0000
"Morris, TX",48343,0,13030,0000,0000,0,13146,0000,0000,0,13102,0000,0000,0,13036,0000,0000,0,12852,0000,0000,0,12832,0000,0000,0,12960,0000,0000,0,13014,0000,0000,0,12821,0000,0000,0,12635,0000,0000
"Motley, TX",48345,0,1442,0000,0000,0,1354,0000,0000,0,1331,0000,0000,0,1344,0000,0000,0,1301,0000,0000,0,1294,0000,0000,0,1280,0000,0000,0,1278,0000,0000,0,1270,0000,0000,0,1282,0000,0000
"Nacogdoches, TX",48347,0,59258,0000,0000,0,59615,0000,0000,0,59508,0000,0000,0,59900,0000,0000,0,60525,0000,0000,0,61064,0000,0000,0,61938,0000,0000,0,62569,0000,0000,0,63351,0000,0000,0,64117,0000,0000
"Navarro, TX",48349,0,45312,0000,0000,0,45994,0000,0000,0,46631,0000,0000,0,47036,0000,0000,0,47692,0000,0000,0,48159,0000,0000,0,48782,0000,0000,0,48818,0000,0000,0,49034,0000,0000,0,49440,0000,0000
"Newton, TX",48351,0,15039,0000,0000,0,14943,0000,0000,0,14773,0000,0000,0,14663,0000,0000,0,14208,0000,0000,0,14175,0000,0000,0,13819,0000,0000,0,13748,0000,0000,0,13726,0000,0000,0,13667,0000,0000
"Nolan, TX",48353,0,15749,0000,0000,0,15338,0000,0000,0,15048,0000,0000,0,15010,0000,0000,0,14871,0000,0000,0,14599,0000,0000,0,14590,0000,0000,0,14580,0000,0000,0,14909,0000,0000,0,14917,0000,0000
"Nueces, TX",48355,0,313300,0000,0000,0,311783,0000,0000,0,312891,0000,0000,0,312938,0000,0000,0,315324,0000,0000,0,317218,0000,0000,0,319029,0000,0000,0,318902,0000,0000,0,320319,0000,0000,0,323046,0000,0000
"Ochiltree, TX",48357,0,8985,0000,0000,0,9089,0000,0000,0,9013,0000,0000,0,8838,0000,0000,0,8962,0000,0000,0,9144,0000,0000,0,9273,0000,0000,0,9472,0000,0000,0,9589,0000,0000,0,9791,0000,0000
"Oldham, TX",48359,0,2192,0000,0000,0,2169,0000,0000,0,2127,0000,0000,0,2142,0000,0000,0,2116,0000,0000,0,2089,0000,0000,0,2087,0000,0000,0,2069,0000,0000,0,2082,0000,0000,0,2118,0000,0000
"Orange, TX",48361,0,84906,0000,0000,0,84140,0000,0000,0,83882,0000,0000,0,83621,0000,0000,0,83678,0000,0000,0,83602,0000,0000,0,81822,0000,0000,0,82496,0000,0000,0,82871,0000,0000,0,81816,0000,0000
"Palo Pinto, TX",48363,0,27084,0000,0000,0,27086,0000,0000,0,27056,0000,0000,0,27145,0000,0000,0,27086,0000,0000,0,27255,0000,0000,0,27557,0000,0000,0,27344,0000,0000,0,27532,0000,0000,0,27567,0000,0000
"Panola, TX",48365,0,22757,0000,0000,0,22718,0000,0000,0,22845,0000,0000,0,22864,0000,0000,0,22677,0000,0000,0,22867,0000,0000,0,23145,0000,0000,0,23028,0000,0000,0,23186,0000,0000,0,23310,0000,0000
"Parker, TX",48367,0,89241,0000,0000,0,91647,0000,0000,0,93961,0000,0000,0,96742,0000,0000,0,98903,0000,0000,0,101320,0000,0000,0,104690,0000,0000,0,108639,0000,0000,0,112054,0000,0000,0,114919,0000,0000
"Parmer, TX",48369,0,9981,0000,0000,0,9739,0000,0000,0,9825,0000,0000,0,9842,0000,0000,0,9759,0000,0000,0,9584,0000,0000,0,9431,0000,0000,0,9403,0000,0000,0,9284,0000,0000,0,9290,0000,0000
"Pecos, TX",48371,0,16707,0000,0000,0,16411,0000,0000,0,16284,0000,0000,0,15932,0000,0000,0,15846,0000,0000,0,15735,0000,0000,0,15810,0000,0000,0,15826,0000,0000,0,15887,0000,0000,0,16248,0000,0000
"Polk, TX",48373,0,41571,0000,0000,0,43085,0000,0000,0,44136,0000,0000,0,45072,0000,0000,0,45714,0000,0000,0,45944,0000,0000,0,46089,0000,0000,0,46463,0000,0000,0,46604,0000,0000,0,46530,0000,0000
"Potter, TX",48375,0,113733,0000,0000,0,114567,0000,0000,0,115809,0000,0000,0,117549,0000,0000,0,118324,0000,0000,0,119559,0000,0000,0,120711,0000,0000,0,120758,0000,0000,0,121143,0000,0000,0,121816,0000,0000
"Presidio, TX",48377,0,7352,0000,0000,0,7388,0000,0000,0,7492,0000,0000,0,7519,0000,0000,0,7475,0000,0000,0,7608,0000,0000,0,7508,0000,0000,0,7569,0000,0000,0,7527,0000,0000,0,7470,0000,0000
"Rains, TX",48379,0,9217,0000,0000,0,9709,0000,0000,0,10057,0000,0000,0,10384,0000,0000,0,10568,0000,0000,0,10738,0000,0000,0,11007,0000,0000,0,11221,0000,0000,0,11269,0000,0000,0,11287,0000,0000
"Randall, TX",48381,0,104713,0000,0000,0,105238,0000,0000,0,105859,0000,0000,0,106834,0000,0000,0,108366,0000,0000,0,109708,0000,0000,0,110751,0000,0000,0,112775,0000,0000,0,114291,0000,0000,0,116483,0000,0000
"Reagan, TX",48383,0,3296,0000,0000,0,3198,0000,0000,0,3116,0000,0000,0,3022,0000,0000,0,3010,0000,0000,0,2953,0000,0000,0,2933,0000,0000,0,2989,0000,0000,0,3022,0000,0000,0,3014,0000,0000
"Real, TX",48385,0,3062,0000,0000,0,2980,0000,0000,0,2943,0000,0000,0,2986,0000,0000,0,2967,0000,0000,0,2945,0000,0000,0,3016,0000,0000,0,3018,0000,0000,0,2927,0000,0000,0,2925,0000,0000
"Red River, TX",48387,0,14286,0000,0000,0,14176,0000,0000,0,13927,0000,0000,0,13693,0000,0000,0,13580,0000,0000,0,13421,0000,0000,0,13215,0000,0000,0,13063,0000,0000,0,12918,0000,0000,0,12765,0000,0000
"Reeves, TX",48389,0,13050,0000,0000,0,12684,0000,0000,0,12415,0000,0000,0,12031,0000,0000,0,11572,0000,0000,0,11263,0000,0000,0,11078,0000,0000,0,11104,0000,0000,0,11011,0000,0000,0,11046,0000,0000
"Refugio, TX",48391,0,7824,0000,0000,0,7751,0000,0000,0,7632,0000,0000,0,7511,0000,0000,0,7565,0000,0000,0,7517,0000,0000,0,7451,0000,0000,0,7320,0000,0000,0,7306,0000,0000,0,7225,0000,0000
"Roberts, TX",48393,0,883,0000,0000,0,872,0000,0000,0,847,0000,0000,0,804,0000,0000,0,815,0000,0000,0,822,0000,0000,0,811,0000,0000,0,843,0000,0000,0,856,0000,0000,0,878,0000,0000
"Robertson, TX",48395,0,16033,0000,0000,0,16023,0000,0000,0,15840,0000,0000,0,15777,0000,0000,0,15856,0000,0000,0,15977,0000,0000,0,15937,0000,0000,0,15819,0000,0000,0,15710,0000,0000,0,15706,0000,0000
"Rockwall, TX",48397,0,43880,0000,0000,0,47114,0000,0000,0,50819,0000,0000,0,54472,0000,0000,0,57969,0000,0000,0,62302,0000,0000,0,68653,0000,0000,0,73947,0000,0000,0,77775,0000,0000,0,81391,0000,0000
"Runnels, TX",48399,0,11476,0000,0000,0,11138,0000,0000,0,10958,0000,0000,0,10741,0000,0000,0,10674,0000,0000,0,10707,0000,0000,0,10429,0000,0000,0,10322,0000,0000,0,10250,0000,0000,0,10170,0000,0000
"Rusk, TX",48401,0,47359,0000,0000,0,47378,0000,0000,0,47406,0000,0000,0,47302,0000,0000,0,47537,0000,0000,0,47666,0000,0000,0,47974,0000,0000,0,48450,0000,0000,0,48949,0000,0000,0,49180,0000,0000
"Sabine, TX",48403,0,10444,0000,0000,0,10419,0000,0000,0,10401,0000,0000,0,10336,0000,0000,0,10287,0000,0000,0,10170,0000,0000,0,10245,0000,0000,0,10147,0000,0000,0,10114,0000,0000,0,10208,0000,0000
"San Augustine, TX",48405,0,8956,0000,0000,0,8806,0000,0000,0,8874,0000,0000,0,8856,0000,0000,0,8858,0000,0000,0,8781,0000,0000,0,8794,0000,0000,0,8685,0000,0000,0,8631,0000,0000,0,8574,0000,0000
"San Jacinto, TX",48407,0,22450,0000,0000,0,22762,0000,0000,0,23154,0000,0000,0,23707,0000,0000,0,24224,0000,0000,0,24342,0000,0000,0,24357,0000,0000,0,24790,0000,0000,0,24836,0000,0000,0,24902,0000,0000
"San Patricio, TX",48409,0,67362,0000,0000,0,66980,0000,0000,0,66960,0000,0000,0,67136,0000,0000,0,67763,0000,0000,0,68630,0000,0000,0,68472,0000,0000,0,68299,0000,0000,0,68338,0000,0000,0,68223,0000,0000
"San Saba, TX",48411,0,6201,0000,0000,0,6167,0000,0000,0,6049,0000,0000,0,5991,0000,0000,0,6055,0000,0000,0,5962,0000,0000,0,5938,0000,0000,0,5902,0000,0000,0,5849,0000,0000,0,5871,0000,0000
"Schleicher, TX",48413,0,2916,0000,0000,0,2944,0000,0000,0,2899,0000,0000,0,2763,0000,0000,0,2727,0000,0000,0,2743,0000,0000,0,2701,0000,0000,0,2746,0000,0000,0,2731,0000,0000,0,2731,0000,0000
"Scurry, TX",48415,0,16240,0000,0000,0,15746,0000,0000,0,15864,0000,0000,0,15728,0000,0000,0,15871,0000,0000,0,15790,0000,0000,0,15898,0000,0000,0,16039,0000,0000,0,16022,0000,0000,0,16222,0000,0000
"Shackelford, TX",48417,0,3299,0000,0000,0,3304,0000,0000,0,3323,0000,0000,0,3246,0000,0000,0,3152,0000,0000,0,3117,0000,0000,0,3080,0000,0000,0,3116,0000,0000,0,3045,0000,0000,0,3047,0000,0000
"Shelby, TX",48419,0,25264,0000,0000,0,25344,0000,0000,0,25458,0000,0000,0,25823,0000,0000,0,25755,0000,0000,0,25968,0000,0000,0,26123,0000,0000,0,26380,0000,0000,0,26505,0000,0000,0,26812,0000,0000
"Sherman, TX",48421,0,3182,0000,0000,0,3121,0000,0000,0,3140,0000,0000,0,3076,0000,0000,0,2999,0000,0000,0,2907,0000,0000,0,2873,0000,0000,0,2891,0000,0000,0,2941,0000,0000,0,2913,0000,0000
"Smith, TX",48423,0,175500,0000,0000,0,177511,0000,0000,0,180546,0000,0000,0,183345,0000,0000,0,186172,0000,0000,0,189910,0000,0000,0,194404,0000,0000,0,198018,0000,0000,0,201160,0000,0000,0,204665,0000,0000
"Somervell, TX",48425,0,6830,0000,0000,0,6900,0000,0000,0,7092,0000,0000,0,7232,0000,0000,0,7309,0000,0000,0,7415,0000,0000,0,7598,0000,0000,0,7702,0000,0000,0,7906,0000,0000,0,8031,0000,0000
"Starr, TX",48427,0,53818,0000,0000,0,54565,0000,0000,0,55862,0000,0000,0,57317,0000,0000,0,58668,0000,0000,0,59266,0000,0000,0,60240,0000,0000,0,60949,0000,0000,0,61552,0000,0000,0,62671,0000,0000
"Stephens, TX",48429,0,9637,0000,0000,0,9446,0000,0000,0,9354,0000,0000,0,9370,0000,0000,0,9286,0000,0000,0,9363,0000,0000,0,9396,0000,0000,0,9458,0000,0000,0,9520,0000,0000,0,9632,0000,0000
"Sterling, TX",48431,0,1373,0000,0000,0,1363,0000,0000,0,1357,0000,0000,0,1327,0000,0000,0,1307,0000,0000,0,1251,0000,0000,0,1185,0000,0000,0,1219,0000,0000,0,1249,0000,0000,0,1259,0000,0000
"Stonewall, TX",48433,0,1677,0000,0000,0,1568,0000,0000,0,1473,0000,0000,0,1429,0000,0000,0,1396,0000,0000,0,1351,0000,0000,0,1368,0000,0000,0,1376,0000,0000,0,1384,0000,0000,0,1354,0000,0000
"Sutton, TX",48435,0,4029,0000,0000,0,4036,0000,0000,0,4073,0000,0000,0,4022,0000,0000,0,4114,0000,0000,0,4190,0000,0000,0,4283,0000,0000,0,4294,0000,0000,0,4311,0000,0000,0,4273,0000,0000
"Swisher, TX",48437,0,8359,0000,0000,0,8228,0000,0000,0,8017,0000,0000,0,7958,0000,0000,0,7857,0000,0000,0,7744,0000,0000,0,7691,0000,0000,0,7631,0000,0000,0,7555,0000,0000,0,7424,0000,0000
"Tarrant, TX",48439,0,1454402,0000,0000,0,1488516,0000,0000,0,1523284,0000,0000,0,1552186,0000,0000,0,1580347,0000,0000,0,1612195,0000,0000,0,1662902,0000,0000,0,1709745,0000,0000,0,1749974,0000,0000,0,1789900,0000,0000
"Taylor, TX",48441,0,126468,0000,0000,0,125455,0000,0000,0,125341,0000,0000,0,125264,0000,0000,0,125753,0000,0000,0,125978,0000,0000,0,126082,0000,0000,0,126542,0000,0000,0,126651,0000,0000,0,127683,0000,0000
"Terrell, TX",48443,0,1061,0000,0000,0,1023,0000,0000,0,1019,0000,0000,0,1007,0000,0000,0,956,0000,0000,0,962,0000,0000,0,944,0000,0000,0,917,0000,0000,0,919,0000,0000,0,969,0000,0000
"Terry, TX",48445,0,12707,0000,0000,0,12432,0000,0000,0,12476,0000,0000,0,12411,0000,0000,0,12365,0000,0000,0,12207,0000,0000,0,12197,0000,0000,0,12141,0000,0000,0,12083,0000,0000,0,12142,0000,0000
"Throckmorton, TX",48447,0,1834,0000,0000,0,1793,0000,0000,0,1739,0000,0000,0,1693,0000,0000,0,1634,0000,0000,0,1672,0000,0000,0,1681,0000,0000,0,1624,0000,0000,0,1596,0000,0000,0,1593,0000,0000
"Titus, TX",48449,0,28112,0000,0000,0,27923,0000,0000,0,28064,0000,0000,0,28457,0000,0000,0,28807,0000,0000,0,28009,0000,0000,0,28574,0000,0000,0,29129,0000,0000,0,29637,0000,0000,0,30206,0000,0000
"Tom Green, TX",48451,0,104043,0000,0000,0,103855,0000,0000,0,104041,0000,0000,0,104666,0000,0000,0,104810,0000,0000,0,104961,0000,0000,0,105912,0000,0000,0,106517,0000,0000,0,107445,0000,0000,0,108378,0000,0000
"Travis, TX",48453,0,820927,0000,0000,0,847941,0000,0000,0,852965,0000,0000,0,862463,0000,0000,0,878877,0000,0000,0,901185,0000,0000,0,937423,0000,0000,0,970477,0000,0000,0,998561,0000,0000,0,1026158,0000,0000
"Trinity, TX",48455,0,13819,0000,0000,0,13834,0000,0000,0,13963,0000,0000,0,14019,0000,0000,0,14055,0000,0000,0,14122,0000,0000,0,14051,0000,0000,0,14021,0000,0000,0,13934,0000,0000,0,13897,0000,0000
"Tyler, TX",48457,0,20869,0000,0000,0,20540,0000,0000,0,20559,0000,0000,0,20397,0000,0000,0,20477,0000,0000,0,20218,0000,0000,0,20166,0000,0000,0,20294,0000,0000,0,20467,0000,0000,0,20556,0000,0000
"Upshur, TX",48459,0,35364,0000,0000,0,35637,0000,0000,0,36536,0000,0000,0,36899,0000,0000,0,37090,0000,0000,0,37392,0000,0000,0,37328,0000,0000,0,37515,0000,0000,0,37882,0000,0000,0,38057,0000,0000
"Upton, TX",48461,0,3378,0000,0000,0,3211,0000,0000,0,3232,0000,0000,0,3137,0000,0000,0,3082,0000,0000,0,3011,0000,0000,0,3047,0000,0000,0,2976,0000,0000,0,3067,0000,0000,0,3130,0000,0000
"Uvalde, TX",48463,0,25924,0000,0000,0,26005,0000,0000,0,26423,0000,0000,0,26391,0000,0000,0,26388,0000,0000,0,26586,0000,0000,0,26561,0000,0000,0,26548,0000,0000,0,26611,0000,0000,0,26811,0000,0000
"Val Verde, TX",48465,0,45023,0000,0000,0,45110,0000,0000,0,45480,0000,0000,0,46298,0000,0000,0,46927,0000,0000,0,47033,0000,0000,0,47241,0000,0000,0,47521,0000,0000,0,47705,0000,0000,0,48165,0000,0000
"Van Zandt, TX",48467,0,48347,0000,0000,0,48945,0000,0000,0,49947,0000,0000,0,50218,0000,0000,0,51255,0000,0000,0,51395,0000,0000,0,51974,0000,0000,0,51866,0000,0000,0,52130,0000,0000,0,52005,0000,0000
"Victoria, TX",48469,0,84011,0000,0000,0,84681,0000,0000,0,84867,0000,0000,0,85031,0000,0000,0,85228,0000,0000,0,85053,0000,0000,0,85258,0000,0000,0,86155,0000,0000,0,86774,0000,0000,0,87790,0000,0000
"Walker, TX",48471,0,61745,0000,0000,0,62220,0000,0000,0,61656,0000,0000,0,62762,0000,0000,0,63446,0000,0000,0,64330,0000,0000,0,63953,0000,0000,0,63686,0000,0000,0,63554,0000,0000,0,64119,0000,0000
"Waller, TX",48473,0,32842,0000,0000,0,33208,0000,0000,0,33960,0000,0000,0,34735,0000,0000,0,34721,0000,0000,0,34505,0000,0000,0,34929,0000,0000,0,35827,0000,0000,0,35970,0000,0000,0,36530,0000,0000
"Ward, TX",48475,0,10819,0000,0000,0,10465,0000,0000,0,10351,0000,0000,0,10209,0000,0000,0,10148,0000,0000,0,10159,0000,0000,0,10198,0000,0000,0,10145,0000,0000,0,10454,0000,0000,0,10528,0000,0000
"Washington, TX",48477,0,30420,0000,0000,0,30469,0000,0000,0,30735,0000,0000,0,30909,0000,0000,0,31187,0000,0000,0,31491,0000,0000,0,31893,0000,0000,0,32071,0000,0000,0,32412,0000,0000,0,32893,0000,0000
"Webb, TX",48479,0,194523,0000,0000,0,199914,0000,0000,0,205096,0000,0000,0,210229,0000,0000,0,215775,0000,0000,0,220968,0000,0000,0,225985,0000,0000,0,230848,0000,0000,0,235937,0000,0000,0,241438,0000,0000
"Wharton, TX",48481,0,41228,0000,0000,0,41007,0000,0000,0,40937,0000,0000,0,41005,0000,0000,0,40954,0000,0000,0,40923,0000,0000,0,41009,0000,0000,0,40801,0000,0000,0,40863,0000,0000,0,41000,0000,0000
"Wheeler, TX",48483,0,5237,0000,0000,0,5102,0000,0000,0,4971,0000,0000,0,4750,0000,0000,0,4709,0000,0000,0,4669,0000,0000,0,4722,0000,0000,0,4761,0000,0000,0,4775,0000,0000,0,4888,0000,0000
"Wichita, TX",48485,0,131591,0000,0000,0,130191,0000,0000,0,130128,0000,0000,0,130564,0000,0000,0,130756,0000,0000,0,129475,0000,0000,0,129302,0000,0000,0,128228,0000,0000,0,127701,0000,0000,0,127616,0000,0000
"Wilbarger, TX",48487,0,14638,0000,0000,0,14362,0000,0000,0,14273,0000,0000,0,14084,0000,0000,0,13887,0000,0000,0,13918,0000,0000,0,13907,0000,0000,0,13747,0000,0000,0,13512,0000,0000,0,13541,0000,0000
"Willacy, TX",48489,0,20047,0000,0000,0,19818,0000,0000,0,19823,0000,0000,0,19857,0000,0000,0,20030,0000,0000,0,20316,0000,0000,0,20378,0000,0000,0,20347,0000,0000,0,20382,0000,0000,0,20395,0000,0000
"Williamson, TX",48491,0,254962,0000,0000,0,276610,0000,0000,0,289810,0000,0000,0,302458,0000,0000,0,316123,0000,0000,0,331669,0000,0000,0,351456,0000,0000,0,373234,0000,0000,0,395146,0000,0000,0,410686,0000,0000
"Wilson, TX",48493,0,32706,0000,0000,0,33259,0000,0000,0,33974,0000,0000,0,34999,0000,0000,0,36104,0000,0000,0,36906,0000,0000,0,38002,0000,0000,0,39156,0000,0000,0,40350,0000,0000,0,40749,0000,0000
"Winkler, TX",48495,0,7077,0000,0000,0,7017,0000,0000,0,6899,0000,0000,0,6640,0000,0000,0,6609,0000,0000,0,6425,0000,0000,0,6448,0000,0000,0,6537,0000,0000,0,6734,0000,0000,0,6772,0000,0000
"Wise, TX",48497,0,49407,0000,0000,0,51009,0000,0000,0,52500,0000,0000,0,53819,0000,0000,0,54663,0000,0000,0,55800,0000,0000,0,56806,0000,0000,0,57569,0000,0000,0,58484,0000,0000,0,59415,0000,0000
"Wood, TX",48499,0,36877,0000,0000,0,37472,0000,0000,0,37916,0000,0000,0,39316,0000,0000,0,40107,0000,0000,0,40523,0000,0000,0,41834,0000,0000,0,42270,0000,0000,0,42757,0000,0000,0,43136,0000,0000
"Yoakum, TX",48501,0,7277,0000,0000,0,7281,0000,0000,0,7177,0000,0000,0,7171,0000,0000,0,7272,0000,0000,0,7288,0000,0000,0,7264,0000,0000,0,7427,0000,0000,0,7590,0000,0000,0,7698,0000,0000
"Young, TX",48503,0,17907,0000,0000,0,17650,0000,0000,0,17601,0000,0000,0,17748,0000,0000,0,17703,0000,0000,0,17507,0000,0000,0,17860,0000,0000,0,17724,0000,0000,0,17621,0000,0000,0,17792,0000,0000
"Zapata, TX",48505,0,12205,0000,0000,0,12382,0000,0000,0,12636,0000,0000,0,12708,0000,0000,0,12856,0000,0000,0,13181,0000,0000,0,13216,0000,0000,0,13546,0000,0000,0,13827,0000,0000,0,14036,0000,0000
"Zavala, TX",48507,0,11599,0000,0000,0,11563,0000,0000,0,11586,0000,0000,0,11480,0000,0000,0,11481,0000,0000,0,11533,0000,0000,0,11613,0000,0000,0,11640,0000,0000,0,11729,0000,0000,0,11585,0000,0000
UTAH,49000,0,2244314,0000,0000,0,2291250,0000,0000,0,2334473,0000,0000,0,2379938,0000,0000,0,2438915,0000,0000,0,2499637,0000,0000,0,2583724,0000,0000,0,2663796,0000,0000,0,2727343,0000,0000,0,2784572,0000,0000
"Beaver, UT",49001,0,6016,0000,0000,0,6003,0000,0000,0,6040,0000,0000,0,5990,0000,0000,0,5994,0000,0000,0,6067,0000,0000,0,6113,0000,0000,0,6068,0000,0000,0,6182,0000,0000,0,6267,0000,0000
"Box Elder, UT",49003,0,42872,0000,0000,0,43632,0000,0000,0,44522,0000,0000,0,45229,0000,0000,0,45575,0000,0000,0,45938,0000,0000,0,46722,0000,0000,0,47863,0000,0000,0,49059,0000,0000,0,49902,0000,0000
"Cache, UT",49005,0,91872,0000,0000,0,93798,0000,0000,0,97277,0000,0000,0,100177,0000,0000,0,102229,0000,0000,0,104540,0000,0000,0,106399,0000,0000,0,108655,0000,0000,0,111873,0000,0000,0,115269,0000,0000
"Carbon, UT",49007,0,20354,0000,0000,0,19691,0000,0000,0,19745,0000,0000,0,19665,0000,0000,0,19438,0000,0000,0,19180,0000,0000,0,19242,0000,0000,0,19666,0000,0000,0,19605,0000,0000,0,19989,0000,0000
"Daggett, UT",49009,0,928,0000,0000,0,921,0000,0000,0,888,0000,0000,0,887,0000,0000,0,914,0000,0000,0,916,0000,0000,0,924,0000,0000,0,904,0000,0000,0,912,0000,0000,0,941,0000,0000
"Davis, UT",49011,0,240293,0000,0000,0,244578,0000,0000,0,249835,0000,0000,0,256173,0000,0000,0,262689,0000,0000,0,269695,0000,0000,0,279037,0000,0000,0,287888,0000,0000,0,295061,0000,0000,0,300827,0000,0000
"Duchesne, UT",49013,0,14371,0000,0000,0,14540,0000,0000,0,14796,0000,0000,0,14782,0000,0000,0,14827,0000,0000,0,15135,0000,0000,0,15436,0000,0000,0,16191,0000,0000,0,16926,0000,0000,0,17948,0000,0000
"Emery, UT",49015,0,10946,0000,0000,0,10665,0000,0000,0,10553,0000,0000,0,10497,0000,0000,0,10369,0000,0000,0,10331,0000,0000,0,10264,0000,0000,0,10344,0000,0000,0,10470,0000,0000,0,10629,0000,0000
"Garfield, UT",49017,0,4748,0000,0000,0,4657,0000,0000,0,4550,0000,0000,0,4457,0000,0000,0,4359,0000,0000,0,4339,0000,0000,0,4376,0000,0000,0,4499,0000,0000,0,4600,0000,0000,0,4625,0000,0000
"Grand, UT",49019,0,8399,0000,0000,0,8515,0000,0000,0,8716,0000,0000,0,8793,0000,0000,0,8851,0000,0000,0,9066,0000,0000,0,9291,0000,0000,0,9422,0000,0000,0,9598,0000,0000,0,9660,0000,0000
"Iron, UT",49021,0,33989,0000,0000,0,34724,0000,0000,0,35648,0000,0000,0,36061,0000,0000,0,37030,0000,0000,0,39298,0000,0000,0,41703,0000,0000,0,43283,0000,0000,0,44194,0000,0000,0,45280,0000,0000
"Juab, UT",49023,0,8271,0000,0000,0,8386,0000,0000,0,8473,0000,0000,0,8599,0000,0000,0,8777,0000,0000,0,8889,0000,0000,0,9132,0000,0000,0,9551,0000,0000,0,9999,0000,0000,0,10244,0000,0000
"Kane, UT",49025,0,6079,0000,0000,0,5951,0000,0000,0,5994,0000,0000,0,6007,0000,0000,0,6038,0000,0000,0,6167,0000,0000,0,6430,0000,0000,0,6494,0000,0000,0,6541,0000,0000,0,6601,0000,0000
"Millard, UT",49027,0,12395,0000,0000,0,12300,0000,0000,0,12222,0000,0000,0,12151,0000,0000,0,11988,0000,0000,0,11891,0000,0000,0,11889,0000,0000,0,11886,0000,0000,0,12095,0000,0000,0,12276,0000,0000
"Morgan, UT",49029,0,7155,0000,0000,0,7289,0000,0000,0,7400,0000,0000,0,7444,0000,0000,0,7551,0000,0000,0,7752,0000,0000,0,8062,0000,0000,0,8438,0000,0000,0,8744,0000,0000,0,8908,0000,0000
"Piute, UT",49031,0,1431,0000,0000,0,1397,0000,0000,0,1387,0000,0000,0,1365,0000,0000,0,1374,0000,0000,0,1362,0000,0000,0,1350,0000,0000,0,1329,0000,0000,0,1406,0000,0000,0,1431,0000,0000
"Rich, UT",49033,0,1964,0000,0000,0,1921,0000,0000,0,1928,0000,0000,0,2007,0000,0000,0,2012,0000,0000,0,2005,0000,0000,0,1977,0000,0000,0,2053,0000,0000,0,2141,0000,0000,0,2160,0000,0000
"Salt Lake, UT",49035,0,901051,0000,0000,0,914334,0000,0000,0,924534,0000,0000,0,936378,0000,0000,0,948223,0000,0000,0,960067,0000,0000,0,985487,0000,0000,0,1002425,0000,0000,0,1018527,0000,0000,0,1034989,0000,0000
"San Juan, UT",49037,0,14373,0000,0000,0,13583,0000,0000,0,13776,0000,0000,0,13727,0000,0000,0,13928,0000,0000,0,13887,0000,0000,0,13964,0000,0000,0,14378,0000,0000,0,14868,0000,0000,0,15049,0000,0000
"Sanpete, UT",49039,0,22808,0000,0000,0,23144,0000,0000,0,23230,0000,0000,0,23337,0000,0000,0,23512,0000,0000,0,23717,0000,0000,0,23967,0000,0000,0,24565,0000,0000,0,25514,0000,0000,0,25946,0000,0000
"Sevier, UT",49041,0,18868,0000,0000,0,18912,0000,0000,0,18948,0000,0000,0,18956,0000,0000,0,19101,0000,0000,0,19031,0000,0000,0,19366,0000,0000,0,19682,0000,0000,0,19961,0000,0000,0,19976,0000,0000
"Summit, UT",49043,0,29987,0000,0000,0,30929,0000,0000,0,31763,0000,0000,0,32666,0000,0000,0,33705,0000,0000,0,34686,0000,0000,0,34908,0000,0000,0,35449,0000,0000,0,36208,0000,0000,0,36969,0000,0000
"Tooele, UT",49045,0,41615,0000,0000,0,43726,0000,0000,0,45577,0000,0000,0,47333,0000,0000,0,48669,0000,0000,0,50092,0000,0000,0,52353,0000,0000,0,54720,0000,0000,0,56865,0000,0000,0,58335,0000,0000
